CODIGO5;DESCRICAO5;UN5;CODNCM5
'0001623;COPO SUCO DE ABACAXI;UN;'20082090
'0001624;'AGUA MINERAL SEM GAS  500ML;UN;'22011000
'0001625;DELICIA DE FILE;UN;'21069090
'0001626;COPO SUCO DE LIMAO;UN;'20091900
'0001627;AQUARIOS FRESH LIMAO;UN;'22021000
'0001628;'BRAVECTO 10/20 KG;UN;'30049079
'0001629;'SEMENTE DE MILHO HIBRIDO B2782PWU;UN;'10051000
'0001630;'SEM. MILHO BG7640VYH LOTE: 03P3001107;UN;'10051000
'0001631;ALOJAMENTO DA VALVULA MEDIDOR MILK METER;UN;'84349000
'0001632;ANEL DO ALOJ. DA VALVULA MED. MILK METER;UN;'40169300
'0001633;'PREGO 19X36;PCT;'73170090
'0001634;'CAIXA BOX 7 P/ORGA.PT 22X34X17  C9;PT;'39231090
'0001635;'RACAO MAGNUS FILHOTE 10KG;SC;'23099010
'0001636;'SEM. MILHO H. BG7049 RP LOTE:05P2595022;SC;'10051000
'0001637;SEMEN REAL DA T VERMELHA;UN;'05111000
'0001638;'SEMEN ICH K85 CANELA SHOTTLE;UN;'05111000
'0001639;SEMEN FARNEAR-TBR AYERS-ET;UN;'05111000
'0001640;'PALHETA BOMBA 300120/40/45;UN;'84349000
'0001641;VACINA BIOABORTOGEN H;FR;'30024290
'0001642;'VACINA BIOABORTOGEN H 250ML 50 DOSES;FR;'30024290
'0001643;'VACINA BRUCELOSEBOVILIS RB 51 25DOSES;FR;'30024290
'0001644;'VACINA ROTATEC J5 45ML 15 DOSES;FR;'30024290
'0001645;'CARRINHO CONST.C.PLAST.60L METALOS;UN;'87168000
'0001646;'PARTOCILINA 20ML;UN;'30049079
'0001647;VACINA ENCEFALOGEN;AM;'30021400
'0001648;RACAO ACQUA FISH JUVENIL;SC;'23099010
'0001649;FERRADURA;JG;'73269090
'0001650;'SEM. BRACH. RUZIZIENSIS NUCLEADA 10KG;SC;'12092900
'0001651;'VOSS RICO ORAL 1L;UN;'30049063
'0001652;PA QUADRADA PEQUENA METALICA;UN;'82011000
'0001653;SERROTE PODADOR;UN;'82021000
'0001654;'PULVERIZADOR 1.5 LITROS;UN;'84244100
'0001655;'ALICATE FAZENDEIRO 10";UN;'82032010
'0001656;'FILTRO 620X10;UN;'56031230
'0001657;'PENCIVET PLUS PPU 30ML;FR;'30041019
'0001658;COLHEDORA PECUS POLIA SEMI HIDRAULICA;PC;'84335990
'0001659;TETEIRA  HARMONY;UN;'40169990
'0001660;'AMITRAZ 12 5% 20ML;UN;'38089991
'0001661;'BRAVECTO 4.5/10 KG;UN;'30049079
'0001662;'GLICOPAN ENERGY JCR 1L;UN;'23099090
'0001663;JUNTA DO DEPOSITO VACUO SULINOX;UN;'84349000
'0001664;'FONTE CHAVEADA 12V 5A ESTABILIZADA P/ CA;UN;'85044010
'0001665;SENSOR MAGNETICO SEM FIO SHC FIT JFL;UN;'90178010
'0001666;'RACAO FILETTO 15KG;UN;'23099010
'0001667;VACINA INFLUENZA HORSE;AM;'30024290
'0001669;'BOIA SENSOR ANAUGER 1 5M;UN;'90261029
'0001670;'IMRESTOR 15MG 2.7ML X 10;UN;'30024290
'0001671;'EGG PPU 500 ML;UN;'30049099
'0001672;'TORCIFLEX 120 ML;FR;'29061100
'0001673;BOTA PVC CANO LONGO;PAR;'64019200
'0001674;'ADUBO 10-10-10 1KG;SC;'31052000
'0001675;LUVA LATEX PUNHO LONGO;UN;'40151900
'0001676;CRAVO DIVERSOS;UN;'73170090
'0001677;'SACO MUDAS 13X28;PT;'63053390
'0001678;'LANTERNA  7LED;UN;'85131010
'0001679;'POTENAY GOLD ORAL B12 120ML;UN;'30045090
'0001680;'FIO ELETROPLASTICO 15X06 250MTS;RL;'56074900
'0001681;'GENTOPEN 20 MILHOES;FR;'30041014
'0001682;'DICLOTRIL 250ML;UN;'30049067
'0001684;'SUPL. PROTMIN. KI-LAMB 20A 30KG;SC;'23099010
'0001685;DEPRESSOR DO TUBO MEDIDOR MILK METER (G);UN;'84349000
'0001686;'VACINA OUROVAC POLI BT 20DS;FR;'30024290
'0001687;'ALCATEL SMARTPHONE PIXI4 35" OT4017  PR;UN;'84291110
'0001688;'CONECTOR HASTE COBRE 1/2-5/8 C10;PT;'85359090
'0001689;'BARRA ROSCADA 7/16;UN;'73181500
'0001690;'PORCA 7/16;UN;'73181600
'0001691;'ARRUELA LISA 7/16;UN;'73181500
'0001692;'SACO DE PAPEL 1/2 KG PCT 500 UN;PCT;'48195000
'0001693;'GARFO CARVAO COM 16 DENTES;UN;'82019000
'0001694;'RACAO FILETTO 25KG;SC;'23099010
'0001695;COROA DE FLORES M;UN;'06031900
'0001696;'FITA DUPLA FACE - 19MM - METRO;UN;'90178010
'0001697;'LAMPADA SUPERLED TUBULAR T8 9W BIV OUROL;UN;'85392190
'0001698;'VACINA LEXINGTON 8 LOTE:045/21 VAL:31/12/23;FR;'30024290
'0001699;'VACINA LEXINGTON 8 PART: 013/17;FR;'30021400
'0001700;'VACINA LEPTO EQUUS PART:004/20;AM;'30021400
'0001701;PONTEIRA DA BOMBA LEITE TRANSFERIDOR;UN;'84349000
'0001702;KIT REPARO DO PULSADOR SULINOX;UN;'84349000
'0001703;BICO P/REGADOR PLAST PLASTIKERO;UN;'39249000
'0001704;CABO DE BISTURI;UN;'90189029
'0001705;'BANDAGEM LA VET 10CMX4 5M;UN;'30051090
'0001706;'RACAO GRAO VIVO AVE CRESCIMENTO 20KG;SC;'23099010
'0001707;'LAPIS CARPINTEIRO IRWIN 72X1;PT;'96091000
'0001708;'ROBOFORTE 250ML;FR;'30045090
'0001709;'ROBOFORTE 100ML;FR;'30045090
'0001710;MALHA PV;MT;'61091000
'0001711;'TOPLINE POUR-ON 1 0 L;FR;'38089199
'0001712;MOLA DA UNHA CHAPA;UN;'73202010
'0001713;PARAFUSO DA UNHA;UN;'73202010
'0001714;PARAFUSO DO GATILHO;UN;'90330000
'0001715;UNHA NOVA COM FURO;UN;'73202010
'0001716;LEITE EM PO MAMALAC;SC;'23099090
'0001717;BRACO PARA PISTAO PARA LINHA BAIXA;UN;'84349000
'0001718;JOGO DE MONTAGEM DO MEDIDOR MILK METER;UN;'84349000
'0001719;OCULOS SEGURAN«A;UN;'90049020
'0001720;'FITA EMP.3M 45X40 DUREX TR.4X1;PT;'59061000
'0001721;'MICRO SYSTEM MSP211N PHILCO;UN;'84713012
'0001722;'CAMISA  ADM. MANGA LONGAFEMININA  - GG/0;PC;'62063000
'0001723;CAMISA  ADM MANGA LONGA  MASCULINA - N∫;PC;'62063000
'0001724;'PERNEIRA CORTE/PICADA 3T LONGA REP;UN;'64069090
'0001725;'CARRAPAT 100 20 KG;SC;'30044990
'0001726;'PAPILOMAZIN 20 KG;SC;'30044990
'0001727;'FORMOL ESTABILIZADO 37% 50L;UN;'29121100
'0001728;'VACINA RESGUARD 20DS 100ML;FR;'30024290
'0001729;'IVER-VET 3.5  LT;FR;'30049059
'0001730;'DISCO STAR 7X1/8X7/8 2T 5X1;UN;'68042211
'0001731;'HEMOLITAN JCR 1L;UN;'23099090
'0001732;'BIODEX INJETAVEL 10ML;UN;'30043929
'0001733;'SALIX DESINFETANTE 500 ML SPRAY;VDR;'30049059
'0001734;'EQUISEDAN 50 ML;UN;'30049099
'0001735;'LACTOCINA 50 ML;UN;'30033922
'0001736;'CATOFOS B12 250 ML;UN;'30045090
'0001737;'FRIGOBOI FACILITE 1000ML;UN;'30049099
'0001738;'CATOFOS B12 20 ML;UN;'30045090
'0001739;'TIGUVON 150ML;UN;'38089199
'0001740;'TIGUVON SPOT-0N 1LT;UN;'38089199
'0001741;'TRUCID INJ 1% 500ML;UN;'30049059
'0001742;'ASPERSOR IRRIG.HI  50 1/2X050CM;UN;'84248221
'0001744;'ASPERSOR IRRIG.HI 100 1/2X100CM;UN;'84248221
'0001745;'FIO ELETROPLASTICO 20X08  500MTS;UN;'56074900
'0001746;'VACINA  AFTOSA 100ML (50 DOSES);DS;'30024260
'0001747;'TUBO 50MM PN 80 SOLD.POLYVIN;BR;'84248221
'0001748;'TUBO 25MM PN 60 SOLD.POLYVIN;BR;'84248221
'0001749;'TUBO 32MM PN 60 SOLD.POLYVIN;BR;'84248221
'0001750;'TUBO 75MM PN 80 SOL.POLYVIN;BR;'84248221
'0001751;'ADAP. 50X2;UN;'84248221
'0001752;'CAP SOLD 50M;UN;'84248221
'0001753;'TE SOLD 50MM;UN;'84248221
'0001754;'TUBO SUBIDA 1 50CM;MT;'84248221
'0001755;'LINHA PED.LISA ARG.100M;UN;'90178010
'0001756;'VACINA AFTOSA 100 ML (50 DOSES);AM;'30024260
'0001757;'GARFO CARVAO COM 12 DENTES;UN;'82013000
'0001758;'GARFO CARVAO COM 14 DENTES;UN;'82013000
'0001759;'BIC.TRACK VIPER A26 18M PRETA;CD;'87120010
'0001760;'RUBRALAN 200 ML;FR;'30045030
'0001761;'OCITOPEC 50 ML;FR;'30043922
'0001762;BONE;UN;'65069100
'0001763;'BALDE ORDENHA OVAL INOX 10L;UN;'73269090
'0001764;'CAP ROSC 1/2;PTE;'39174090
'0001765;BEBEDOURO AVES PENDULAR AUTOM;UN;'84362900
'0001766;'LAMPADA FLUORE.3U 30X220;CX;'85392190
'0001767;'BALANCA BANH 150KG VIDROCLASSIC;UN;'84231000
'0001768;'TUBO 20MM PN 60 SOLD.TIGRE;BR;'84248221
'0001769;'PLUG KRONA C/ROSCA 1";UN;'84248221
'0001770;FABRICACAO DE GRADE PARA PORTA;UN;'73142000
'0001771;TORTA GRANDE;KG;'23063010
'0001772;'TUBO IRRIGA-LR PN40 150MM;MT;'39172100
'0001773;'CURVA 90 PB SD IRRIGA-LF PN80 100MM;MT;'39172100
'0001774;'MOD PLUS INJ 500 ML;FR;'30045090
'0001775;'ROFLIN 100ML;UN;'30042019
'0001776;'Y PRETO 3/8" ( P );PC;'84349000
'0001777;'Y BRANCO 1/4";PC;'84349000
'0001778;BACHEIRO MONTARIA LONA;UN;'42010090
'0001779;'NIGLUMINE 50 ML;UN;'30049099
'0001780;'FLOK X 500ML;FR;'30042029
'0001781;'CONC.CAPULN.AVES POSTURA 40 KG;SC;'23099010
'0001782;'DIA100;CX;'30049079
'0001783;'LONA CARRET 4X4;MT;'39269090
'0001784;'REGULADOR GAS MED C/MANG 80CM;UN;'84811000
'0001785;BRINCO MEDIO NUMERADO (UNIDADE);UN;'39269090
'0001786;BRINCO LOGOMARCA GRANDE (UNIDADE);UN;'39269090
'0001787;'CINTA DE GOTEJAMENTO 10MIL 1.4/20X2.300M;UN;'39172100
'0001788;TERMOMETRO DE VIDRO PARA CHOCADEIRA;UN;'82059000
'0001789;'ADAP. BSXPR IRRIGA-LF 50X1.1/2;UN;'39172100
'0001790;'CURVA 90 PTA/BSA SOLD IRRIGA-LF 50;UN;'84248221
'0001791;'CURVA 90 PTA/BSA SOLD IRRIGA-LF 75;MT;'84248221
'0001792;'LUVA SOLD IRRIGA-LF 50;UN;'84248221
'0001793;'LUVA SOLD IRRIGA-LF 75;UN;'84248221
'0001794;'REDUCAO BSA SOLD IRRIGA-LF 75X50;UN;'39172100
'0001795;'CAP C/ ROSCA 1 1/2;UN;'39174090
'0001796;'TE BSA SOLD IRRIGA-LF 75;UN;'84248221
'0001797;'TE C/ ROSCA DER IRRIGA-LF 50X1;UN;'84248221
'0001798;'TE RED BSA SOLD IRRIGA-LF 75X50;UN;'84248221
'0001799;'REGISTRO ESFERA VS SOLD IRRIGA DN50;UN;'84248221
'0001800;'REGISTRO ESFERA VS SOLD IRRIGA DN75;UN;'84248221
'0001802;LEPECID BR SPRAY;UN;'38089199
'0001803;'ISOCOX RUMINANTES 250ML;UN;'30049079
'0001804;'DIMESOL 1 L;UN;'30049099
'0001805;GASTROZOL PASTA;UN;'30049069
'0001806;'RETARDOESTEROIDE 50 ML;UN;'30043999
'0001807;'SEM. ABOBORA TETSUKABUTO 300G;KG;'12099100
'0001808;'NITROSIN 400;PCT;'38089196
'0001809;'COLEIRA DUPLA DE NYLON 10;UN;'90178010
'0001810;'COLEIRA DE COURO DUPLA 10;PC;'41152000
'0001811;'COLEIRA DE COURO DUPLA 7;PC;'41152000
'0001812;'COLEIRA DE COURO DUPLA 8;PC;'41152000
'0001813;'COLEIRA DE COURO DUPLA 9;UN;'41152000
'0001814;'COLEIRA DE COURO 3;UN;'41152000
'0001815;'COLEIRA DE COURO 4;UN;'41152000
'0001816;'COLEIRA DE COURO 5;PC;'41152000
'0001817;'COLEIRA DE COURO 6;PC;'41152000
'0001818;'COLEIRA DUPLA DE NYLON 9;UN;'90178010
'0001819;ESTRIBO CAVALARIA DE METAL AMARELO;DZ;'83089090
'0001820;'MOSQUETAO M7 COM ARGOLA;UN;'73158900
'0001821;'ZALIX 10ML;FR;'30049076
'0001822;'VERMOTRIX PLUS BABY 20ML;CX;'30049063
'0001823;'CP 3000 CAIXA 4X5L REMOVE CIMENTO;CX;'34012090
'0001824;'DOB. FERRADURA 04;UN;'83021000
'0001825;'TESOURA ALFAIATE/CRINA 10.CORNETA;UN;'82130000
'0001826;'ALICATE PRESSAO 10  STANLEY;UN;'82032010
'0001827;CAL VIRGEM ESPECIAL MASTERPLUS;SC;'25221000
'0001828;'LONA BLACK/SILVER 8M;PC;'39202019
'0001829;'BEBEDOURO 700 LT;UN;'39172300
'0001830;BARBANTE CHICOTE;UN;'56074900
'0001831;'AGULHA COSTURA 125MM;UN;'73199000
'0001832;TORNEIRA DE VACUO;PC;'84818099
'0001833;VALVULA DE AR DO COLETOR HARMONY;PC;'84349000
'0001834;'LUVA DE BORRACHA  50MM;UN;'84349000
'0001835;INSUFLADOR LONGO;JG;'40169990
'0001836;'SONDA UTERINA 4 MM C/ADAPTADOR;UN;'90183929
'0001837;AGULHA SUTURA;UN;'90183220
'0001838;'LAT PAPILO 5L;BD;'34029039
'0001839;'FOSBOVI BOVIGOLD PASTO 25KG;KG;'23099010
'0001840;'FOSBOVI BOVIGOLD PLUS 25KG;KG;'23099010
'0001841;'FOSBOVI BOVIGOLD PRE PARTO OVN 25KG;KG;'23099010
'0001842;'FOSBOVI 15 30KG;KG;'23099010
'0001843;'FOSBOVI NUCLEO PROTEICO 25KG;KG;'23099010
'0001844;'FOSBOVI 18 30KG;KG;'23099010
'0001845;'FOSBOVI 40 25KG;KG;'23099010
'0001846;'FOSBOVI PRONTO 30KG;KG;'23099010
'0001847;'SINCROCIO 20ML;UN;'30043939
'0001848;'BOMBA SUB25 MONOFASICA;PC;'84137010
'0001849;'BOMBA ME-AL 1210 MONOFASICA;PC;'84137080
'0001850;'TONNUS VAQUEJADA JCR 2 5KG;UN;'30045030
'0001851;'TONNUS JCR 40GR;UN;'23099090
'0001852;'PULMONIL GEL 480 GR;UN;'30049099
'0001853;SUPL. SUPRASAL OVINO;SC;'23099010
'0001854;'SERINGA VACINADOR AUTOM. 2/5ML C/MANGUEIRA;UN;'90183190
'0001855;'ESGUICHO TIPO JET 1/2;UN;'84243010
'0001856;'ADAP. SOLDAVEL CAIXA DAGUA 32MMX1;UN;'39174090
'0001857;MECHA LUBRIFICADORA E.M.B;PCT;'84349000
'0001858;MEMBRANA GRANDE PULSADOR SULINOX;PC;'84349000
'0001859;MEMBRANA  PEQUENA   PULSADOR SULINOX;UN;'84349000
'0001860;'BOIA VAZAO TOTAL 1;UN;'84818019
'0001861;'BOIA VAZAO TOTAL 3/4;UN;'84818019
'0001862;'RACAO MAGNUS CARNE 25KG;SC;'23099010
'0001863;'CABO RETO 120CM;UN;'44170090
'0001864;'COALHO HA-LA 200ML;UN;'35071000
'0001865;'FORCADO CURVO PESADO S/C 4D 1/2;PT;'82019000
'0001866;'JOELHO BRANCO ROSCA 1/2;SC;'39174090
'0001867;'JOELHO BRANCO ROSCA 3/4;SC;'39174090
'0001868;'VALVULA RETENCAO SOLD 50MM;UN;'39172100
'0001869;'LUVA  RED 50X25 SOLD;UN;'39174090
'0001870;'LUVA RED 50X32 IRRIGA AZUL;UN;'84248221
'0001871;'COLA PVC INCOLOR 1L;UN;'35061090
'0001872;'TUBO SUBIDA 0 5M ROSCAS 3/4;MT;'84248221
'0001873;'TUBO IRRIGA LF PN 125 PLB 50;MT;'39172100
'0001874;'TUBO SUBIDA 1M ROSCAS 3/4;UN;'84248221
'0001875;'TUBO IRRIG EP 2 ENGATE/ROSCA;MT;'39172100
'0001876;'TUBO IRRIGA LF PN 80 PBL 50MM;MT;'39172100
'0001877;'PASTA LUBRIFICANTE 75G;UN;'35061090
'0001878;'TUBO SUBIDA 1M ROSCAS 1;MT;'84248221
'0001879;BOIA VAZAO TOTAL TRIGRE;UN;'90178010
'0001880;'BOMBA ME-AL 1420 MONOFASICO;PC;'84137080
'0001881;'POLIVIN B12 ORAL 1L;UN;'30045090
'0001882;ESCOVA CILINDRICA;UN;'96039000
'0001883;'MOENDA CANA B-721 TURBO ROLO INOX C/MOT;PC;'84248221
'0001884;TAMPA ACRILICA BOSIO C/ TRAVA;UN;'84349000
'0001885;VALVULA CONTRA-GOLPE;PC;'84349000
'0001886;'CURVA SD.90 KRONA 25MM 20X1;PT;'39174090
'0001887;'CURVA SD.90 KRONA 32MM 10X1;PT;'39174090
'0001888;'COLEIRA DUPLA DE NYLON 8;UN;'56075011
'0001889;'COLEIRA DUPLA DE NYLON C/ CRAVO 9;UN;'42010090
'0001890;'COLEIRA  DUPLA DE NYLON COM CRAVO N_8;UN;'90178010
'0001891;COLEIRA DE NYLON PARA VACA;UN;'90178010
'0001892;'COLEIRA DE SEDA PARA PIT BULL 50 MM;PC;'42010090
'0001894;'COLEIRA DUPLA DE NYLON C/ CRAVO 10;UN;'42010090
'0001895;'SUPL.PROTMIN. KI-LAMB 60 30KG;SC;'23099010
'0001896;'CAP FEMEA EP 2";UN;'84248221
'0001897;'DERIVACAO SAIDA FEMEA EP 2";UN;'39172100
'0001898;'DERIVACAO ROSCA GAS EP 2X2;UN;'84248221
'0001899;'SAIDA ASPERSOR EP 2X1.1/2;UN;'39172100
'0001900;'ADAPTADOR MACHO EP 2;UN;'39172100
'0001902;'RACAO ACQUA FISH 28% 12MM;SC;'23099010
'0001903;'EXCEDE 200 100 ML;UN;'30042059
'0001904;'DRAXXIN 50 ML;UN;'30042099
'0001905;'CYDECTIN 500 ML;UN;'30049055
'0001906;'VACINA LEPTOFERM 50 DS.;FR;'30024250
'0001907;LAVADOR AUTOMATICO;UN;'84349000
'0001908;BASE DE ACO DO PULSADOR NACIONAL;UN;'84349000
'0001909;ANEL ORING DO PULSADOR;UN;'84349000
'0001910;TAMPA ACRILICA DO COLETOR SULINOX (MODELO NOVO);UN;'84349000
'0001911;'CATOFOS B12 100 ML;UN;'30045090
'0001912;'RODA CARRINHO COMPLETA 3 25X8 FLEX;UN;'87169090
'0001913;'CURVA SOLD 90X20MM;UN;'39174090
'0001914;'CAIXA DAGUA 1.000 L;UN;'39251000
'0001915;'CAIXA DAGUA 310 L;UN;'39251000
'0001916;'CAIXA DAGUA 500 L;UN;'39251000
'0001917;'FITA ISOL.3M AUTO FUS.19MMX10M;UN;'40059190
'0001918;TAMPA ACRILICA COLETOR ORBITAL;UN;'84349000
'0001919;'MOXI DUO 9 6G;UN;'30049055
'0001920;FILTRO AUTOLIMPANTE;UN;'84248229
'0001921;VALVULA DE FINAL DE LINHA;UN;'84813000
'0001922;'JUNTA BORRACHA VED IRRIGA EP/ES 2;UN;'84248221
'0001923;'JUNTA BORRACHA VED IRRIGA EP/ES 3;UN;'84248221
'0001924;'CAP MACHO EP 2;UN;'84248221
'0001925;'CURVA 90 EP 2;UN;'84248221
'0001926;'PONTA FEMEA EP 2;UN;'84248221
'0001927;'PONTA MACHO EP 2;UN;'84248221
'0001928;'ARAME GLV 19MM;UN;'73130000
'0001929;'SEM. MILHO BR 206 LOTE 06149;SC;'10051000
'0001930;'SEM. SORGO SILOMAIS BRS 658 LT.3170012;SC;'23024000
'0001931;'DEMAX 100;CX;'38089199
'0001932;'SUPERHION 5000ML;UN;'38089993
'0001933;'RACAO HOT DOG 25 KG;SC;'23099010
'0001934;'SELA TETO 4 G;UN;'30042059
'0001935;'SHAMPOO BRANQUEADOR 5L;FR;'30039019
'0001936;'BAINHA DE COURO N14 P/FACAO;UN;'42010010
'0001938;'SERINGA VET POLICARBONATO 20ML;UN;'82059000
'0001939;PRODUTOS PARA USO;CX;'34029039
'0001940;PRODUTOS PARA USO;CX;'34029039
'0001941;'SEM MILHO SH 8010 VIP 3 LOTE2MS12D10688;SC;'10051000
'0001942;'CAIXA DAGUA 2.000 L;UN;'39251000
'0001943;'SEM. MILHO PRIORIZI ANHEMBI 2 KG L :MBV003/2023;SC;'10051000
'0001944;'MANGUEIRA P/ NIVEL 5/16;CD;'39173900
'0001945;BROXA PLASTICA REDONDA;UN;'90178010
'0001946;'LAMPADA ELETRONICA 3U 25W 110V;UN;'85392190
'0001947;'BOMBA SUB 20 MONOF.;PC;'84137010
'0001948;'PAPILOMAZIN 600 GRAMAS;CX;'30044990
'0001949;'TUBO 50MM PN 60 SOLD.POLYVIN;BR;'84248221
'0001950;'JOGO DE CARIMBO P/ MARCAR BOI N 0 A 9 - 05CM;UN;'84198999
'0001951;'TE 90 ROSCA 1/2 BCO KRONA - REF 299;UN;'39172100
'0001952;'TE 90 ROSCA 3/4 BCO KRONA - REF 300;UN;'39172100
'0001953;ACLOPAMENTO PULSADOR P/ CANALIZADA;UN;'39173290
'0001954;ADAPTADOR BORRACHA PULSADOR;UN;'84349000
'0001955;ANEL ASSENTO PULSADOR;UN;'84349000
'0001956;VALVULA BORRACHA ASSENTO PULSADOR;UN;'84349000
'0001957;EIXO CENTRAL PULSADOR;UN;'84349000
'0001958;'TERRAMICINA_MAIS 50ML;FR;'30042099
'0001959;'TREO_ACE 500ML;FR;'30049059
'0001960;'LUTALYSE 30 ML;FR;'30041019
'0001961;'SEM. MLHO LG 6310 PN22;SC;'10051000
'0001962;'SEM. MILHO LG 6030 PRO2;SC;'10051000
'0001963;'ESCOVA DE TANQUE 372;UN;'96031000
'0001964;'BOMBA ME-AL 23100 MONOFASICO;UN;'84137080
'0001965;RODO RASPADOR METALICO ZINC.C/BORRACHA;UN;'90178010
'0001966;'ATROPIVET UCB 10% INJ 24X10ML;FR;'30039019
'0001967;'LUVA GALV 1 1/2;UN;'39172100
'0001968;'SEM. MILHO HIB. RB 9308 PRO LOTE 1170849;SC;'10051000
'0001969;'STRELIN - HISTRELINA 10ML;FR;'30043939
'0001970;BOTU-TURBO;FR;'30043939
'0001971;'ADUBO 08.30.08 SUPERSTART;SC;'31052000
'0001972;'ADUBO FLIAR N-MOL28 20L;GL;'31052000
'0001973;'ZINTRAC 1L;FR;'31052000
'0001974;BRINCO EXTRA GRANDE LISO;UN;'39269090
'0001975;'CONVERT H 20KG;FR;'30041019
'0001976;'MGA 3 5 KG;FR;'30043939
'0001977;'SAIDA ASPERSOR EP 2X1;UN;'39174090
'0001978;'SEM. MILHO BRAS 3046 2KG;SC;'10051000
'0001979;'ADE PO 1KG;SC;'23099090
'0001980;'CHEMITRIL ORAL 10% 100ML;FR;'30049067
'0001981;'LANTERNA 1 LED REC.BIV. AVANT;UN;'85131010
'0001982;'RACAO CAVALGADA 40KG;SC;'23099010
'0001983;'TERRACAM SPRAY 125ML;FR;'30049099
'0001984;'ELETRIFICADOR NOD.CR38.000 BVA;UN;'85437092
'0001985;'CONC. CONF. 10 BYPRO 40KG;SC;'23099010
'0001986;FORMICIDA FORMIWAY;UN;'30049071
'0001987;'ELETRIFICADOR DE CERCA MONITOR FK29-CF-FK;UN;'85437092
'0001988;'PRO-CIO SC 20KG;VDR;'30049059
'0001989;'SERINGA DESC. 50/ 60ML;UN;'82059000
'0001990;'CALCIO REFOR«ADO 200ML;FR;'30049023
'0001991;'TE C ROSCA DER IRRIGA 50X 3/4;UN;'84248221
'0001992;'TUBO EDUTOR GEOTIGRE 4 0M DN 40;MT;'39172100
'0001993;'ENXADA ALPE SOLDADA 2 5LL GOIAVA;UN;'82013000
'0001994;'SEM. GRAMA BERMUDA FOLHA FINA 500G;SC;'10051000
'0001995;'ORING PULSADOR P-90;UN;'84349000
'0001996;SUPORTE ACO INOX PARA COLETOR;UN;'83062900
'0001997;'VASO PLAS. RED 30CM;UN;'04022110
'0001998;'VASO PLAS RED 14CM;UN;'04022110
'0001999;'UNIAO ROSCA  1;UN;'39172100
'0002000;VASO PLAS. TACA BETUNI;UN;'04022110
'0002001;SUPORTE P/VASO PAREDE;UN;'83062900
'0002002;'BANAMINE INJ 10ML;FR;'30049029
'0002003;'SIMPARIC 51 A 10KG;UN;'30049079
'0002004;'SIMPARIC 10 A 20KG;VDR;'30049079
'0002005;ISOLADOR DISTANCIADOR;UN;'85469000
'0002006;BANDEJA P/ MUDAS;UN;'83062900
'0002007;'BOMBA SUBM. ANAUGER 800 5G 127V;UN;'84138100
'0002008;'FITA ISOLANTE 3M IMP. 18X20M;UN;'39191020
'0002009;SEM. BRACHIARIA DECUMBENS NUCLEADA;SC;'12092900
'0002010;'SEM. GRAMA-BERMUDA FOLHA FINA 10KG;SC;'10051000
'0002011;'IODO 2500 50L;UN;'39173290
'0002012;'RODO ALUM 50CM;UN;'96039000
'0002013;'FLOXIN ORAL 20% 20ML;FR;'30041019
'0002014;EQUIPO MACRO LA VITA EMA;UN;'90189010
'0002015;'MOSQUICIDA  ATRATEX-G 25GR;UN;'38089119
'0002016;'ENTRADA DO LEITE NO GARRAFAO 5;UN;'84349000
'0002017;BASE DO PULSADOR PARA TRANSFER;UN;'84349000
'0002018;'PULVERIZADOR 30 LITROS;UN;'84244100
'0002019;'CONC. CAPUL C.GRAO INTEIRO 40KG;SC;'23099010
'0002020;'DUCHA GORDUCHA 4T CORONA 5450W 127V;UN;'85161000
'0002021;'DUCHA GORDUCHA 4T CORONA 5700W 220V;UN;'85161000
'0002022;CAPA LEITEIRA C/ CAPUZ NYLON;UN;'39262000
'0002023;EQUIJET;UN;'30049099
'0002024;BASTAO MARCADOR;UN;'96099000
'0002025;'ADUBADEIRA OMEGA 2 SAIDAS;UN;'84323910
'0002026;'LONA CARRETEIRO 05X06;UN;'39201099
'0002027;'MAXICAM GEL 30G;FR;'30049073
'0002028;'ADAPT. 75X2.1/2;UN;'84248221
'0002029;'MARTELETE BOSCH 02KG GBH2-24D 220V;UN;'73261900
'0002030;'TRANSFORMA.BI. 1050VA 110X220X110 KF;UN;'73261900
'0002031;'GONADIOL 100ML;FR;'30043939
'0002032;'CIDR 10;FR;'30043939
'0002033;'ADVOCIN_180 50 ML;FR;'30049099
'0002034;'DRAXXIN 20 ML;VDR;'30049059
'0002035;'PASTA LUBRIFICANTE POTE 2400G;UN;'35061090
'0002036;'LUVA SOLD. IRRIGA-LF 100;UN;'84248221
'0002037;'TUBO IRRIGO EP 3 ENGATE/ROSCA;MT;'84248221
'0002038;'MAQUINA SOLDA 150A SOMAR 220V;UN;'84689020
'0002039;BOTUFLEX TRANSPORTE DE SEMEN;UN;'30043939
'0002040;'TANQUE PE FORTLEV 15000;UN;'90178010
'0002041;'RACAO MAGNUS ADULTO 7KG;SC;'23099010
'0002042;'NOVORMON 20.000 UI 100ML;FR;'30043915
'0002043;'LONA PRETA MAXLONA 8X100;UN;'39201099
'0002044;ANEL GRANDETIPO SULINOX;UN;'84349000
'0002045;'ELETRIFICADOR DE CERCA SOLAR MONITOR SM 180-B;UN;'85437092
'0002046;'TANQUE 10.000 LITROS;UN;'39251000
'0002047;'FLOXIN ORAL 20% 100ML;FR;'30041019
'0002048;'REGISTRO ESFERA VC 1 1/2";UN;'84248221
'0002049;'FLUMAST 100ML;FR;'30049099
