CODIGO5;DESCRICAO5;UN5;CODNCM5
'0002211;'TAMPA PE FORTLEV 1.000 L;UN;'39172100
'0002212;'FRIGOBOI PRODUCAO 1000ML;UN;'30049059
'0002214;'SEM. SORGO BRS 658 LOT:KF02EG0140 10KG;SC;'10071000
'0002215;'SEM. SORGO AGRI 002E;SC;'10071000
'0002216;'SIMPARIC 20  A 40KG;UN;'30049079
'0002217;'SORO FISIOLOGICO 09% JP 20X500ML BOLSA;UN;'30049099
'0002218;'LIDOVET 50ML INJ*;UN;'30049043
'0002219;ESPORA BURITI C/CORREIA;PAR;'73262000
'0002220;ESPORA BICO ARARA C/CORREIA;PAR;'73262000
'0002221;'EQVALAN PASTA 6.42 GRS*;UN;'30049059
'0002222;'ECTONIL POUR ON 1000 ML;UN;'30049099
'0002223;'NOVATEC SOLUB 45 BR 25 KG;SC;'31021090
'0002224;MACHO P/ BRINCO;UN;'39269090
'0002225;'BUCHA GUIA P/ FILTRO DE LEITE (0 18 X CO;PC;'84349000
'0002226;'NOVATEC SOLUB 45 4 KG;SC;'31052000
'0002227;'BOQUEIRAO CLEANER - 500G;UN;'38089419
'0002228;CINTO P/ ORDENHADOR BOQUEIRAO;UN;'42022220
'0002229;JUNTA DA TAMPA DO TARRO (MACIA);UN;'84349000
'0002230;'FORMAO CABO PLAST ABS 5/8;UN;'82053000
'0002231;'FORMAO CABO PLAST ABS 7/8;UN;'82053000
'0002232;'LONA P/ ESTUFA 4X50;CD;'39259090
'0002233;'RACAO MAGNUS CAT 10KG;SC;'23099010
'0002234;'ANTITOXICO UCB ORAL 24X20ML;FR;'30045090
'0002235;'BRAVECTO ATE 4 5KG;UN;'30049079
'0002236;'MASTI-SEAL 4G;UN;'30049099
'0002237;'CAMARA AR CHARRETE A-20/21 MAGGION;UN;'40139000
'0002238;VASSOURA PIA«AVA;UN;'96031000
'0002239;'LAMPADA. LED 9W;UN;'85395200
'0002240;'LAMPADA LED 15W;UN;'85395200
'0002241;'LAMPADA LED 20W;UN;'85395200
'0002242;'LAMPADA  LED 30W;UN;'85395200
'0002243;'ADESIVO LONA 10M;UN;'39251000
'0002244;'LONA BEIGE ON BLACK 10M;BOB;'39251000
'0002245;'LONA BEIGE ON BLACK 12M;UN;'39251000
'0002246;'FILME BARREIRA OXIGENIO 10M;UN;'39251000
'0002247;'LONA 10M FLEX SILON CAIXA NORTENE;UN;'39173290
'0002248;'FIPROBAN 20-40 2 68ML *;UN;'38089199
'0002249;'BLOKUS 60 BK 6KG;SC;'23099010
'0002250;'ADAPTADOR C/ ROSCA INT. DE 1/2";PC;'84248229
'0002251;'ADAPTADOR C/ ROSCA INT. DE 3/4";UN;'39174010
'0002252;'ADAPTADOR C/ ROSCA INT. DE 1";UN;'84248221
'0002253;'NEENMAX 100ML;CX;'38089119
'0002254;'DEMAX 100 CS - 24X250ML;CX;'38089199
'0002255;'AMINOMIX HARAS 25KG;UN;'23099090
'0002256;'ORNITIL 100 ML;UN;'30049099
'0002257;'SULFAQUINOXALINA VANSIL 100 G;SH;'30049099
'0002258;'HIPROSIL 7 X 30 G;UN;'30049069
'0002259;'FLUCORTAN 10 ML;FR;'30049069
'0002260;'ONYX 250 ML;FR;'30049055
'0002261;'LACTOFUR 50ML;UN;'30042059
'0002262;'VACINA FORTRESS 7 50ML 10 DOSES;FR;'30024290
'0002263;TESOURAO DE PODA METALICO COM CABO DE MA;UN;'82016000
'0002264;'AGROSIL 6.000.000;UN;'30041015
'0002265;'TE RED SOD 100X75;UN;'39172100
'0002266;'TE SOLD 100 CB;UN;'39172100
'0002267;'TUBO 100MM PN 125 SOLDAVEL;UN;'39172100
'0002268;'TUBO IRRIGA LF PN 125 75;UN;'39172100
'0002269;'BORGAL 10ML INJETAVEL;UN;'30049079
'0002270;'RACAO SUPRA MAXXIPESSO ALTO GRAO SC 40KG;SC;'23099090
'0002271;'CAIXA DAGUA 3.000 L;UN;'39251000
'0002272;'CEVADILHO 200G;FR;'23099090
'0002273;'FARMADOX 50% 200G;SH;'30042099
'0002274;'MADELESMA GARDEN DISPLAY 50GR;CX;'30049072
'0002275;'CAP SOLD IRRIGA 75MM;UN;'84248221
'0002276;PRIMER MONODOSE;UN;'30043999
'0002277;'BAYTRIL 10% INJ. 10ML;UN;'30049067
'0002278;FORMICIDA ISCANILL;UN;'38089199
'0002279;VETMAX PLUS;UN;'30049063
'0002280;'GENTATEC MASTITE 250 MG;UN;'30042061
'0002281;DUCHA DE LAVAGEM INTERNA  PLASTICA;UN;'39172100
'0002282;'CYPERMETRIL POUR ON 1 LT;VDR;'30049059
'0002283;'ASSINALADOR TIPO V 6.1/2 POL.;UN;'82032090
'0002284;VOLTIMETRO LED DE PICO.;UN;'90303319
'0002285;'INSUFLADOR WF LONGA 10MM INABOR ULTRA;UN;'84349000
'0002286;'TAMPA DO TARRO DE TRANSPORTE 30/50 LT;UN;'84349000
'0002287;'ARRANKA EW 100 - ML;FR;'38089191
'0002288;'KAPINA - 60 ML;FR;'38089329
'0002289;'KAPINA PLUS - 60 ML;FR;'38089329
'0002290;'KORSARIO 60 ML;FR;'38089191
'0002291;'VACINA GARROTILHO 20ML;FR;'30024290
'0002292;'MAXFORCE PRIME GEL BARATICIDA 30GR;UN;'38089199
'0002293;'VACINA BRUCELOSE15 DOSE B19;FR;'30024290
'0002294;'PULVERIZADOR 20L JACTO XP.;UN;'84244100
'0002295;'RACAO PADDOCK 25KG;SC;'23099010
'0002296;'RACAO STARTER 25KG;SC;'23099010
'0002297;'SUPL.MIN. KILAMB PRO GANHO 30KG;SC;'23099010
'0002298;'CLENBUTEROL 500ML;UN;'30049033
'0002299;'PRADOR 50 ML;FR;'30049069
'0002300;BICO LUER LOCK;UN;'70179000
'0002301;ENCOSTO;UN;'82059000
'0002302;PORCA DO GRADUADOR;UN;'82059000
'0002303;REGULADOR DE DOSAGEM SIMPLES;UN;'90330000
'0002304;'VACINA AFTOSA 30ML PART006/19VAL03/2021;DS;'30024260
'0002305;'VACINA  AFTOSA 100ML (50 DOSES);DS;'30024260
'0002306;'VACINA  AFTOSA 30ML (15 DOSES);DS;'30024260
'0002307;'SOLUTION 35% LA 500 ML;FR;'30049059
'0002308;'VACINA AFTOSA 30ML LT001/20VAL09/2021;UN;'30024260
'0002309;'LONGAMECTINA PREM. 3 5 % 500 ML;UN;'30049059
'0002310;'GANAVET PLUS 50ML;FR;'30049099
'0002311;'HIDRALAC 500 ML;UN;'30049099
'0002312;'TETRA-MICINA 50 ML;UN;'30042099
'0002313;'CIOTON 20 ML;UN;'30043939
'0002314;'TANICURA 200 G;UN;'30049046
'0002315;'PRADOR 100 ML;UN;'30049069
'0002316;FOICINHA METALICA COM CABO DE MADEIRA;UN;'82013000
'0002317;'OLEO PARA ORDENHADEIRA 5L;UN;'39173290
'0002318;'RESOLUTOR 50ML;UN;'30042029
'0002319;GAMA POWER ORAL;UN;'23099090
'0002320;'IZOOT B12 INJ;VDR;'30049099
'0002321;'ESTIC P/ CORD  1/2 X 40CM;UN;'73181900
'0002322;'DEXIUM INJETAVEL 50 ML;UN;'30049099
'0002323;'UNGUENTO 200 G CCHEMITEC;UN;'30042099
'0002324;RODA COMPLETA COM PNEU;UN;'87169090
'0002325;'TEC-RELIN 20 ML;FR;'30043929
'0002326;BOMBA CENT. MONOFASICO;PC;'84137090
'0002327;'BOIA VAZAO TOTAL 1/2;UN;'84818019
'0002328;FERRADURA TALONADA;JG;'76169900
'0002329;SILENCIOSO PARA BOMBA DE VACUO;UN;'84349000
'0002330;'DEPOSITO DE VACUO AEREO 25LTS;UN;'39173290
'0002331;'BOMBA DE VACUO 600L;UN;'84141000
'0002332;OLEO ORDENHA START;UN;'90178010
'0002333;'LUVA C/ROSCA 3" CB;UN;'84248221
'0002334;REDUCAO BSA SOLD IRRIGACAO;UN;'39172100
'0002335;'POTENTY 1 L;FR;'38086290
'0002336;'POTENTY 300 ML;FR;'38086290
'0002337;'AMINOSOL PASSAROS 10ML;FR;'23099090
'0002338;'ARSENATROL INJ 20ML;FR;'30042069
'0002339;'PODEROSO 30ML;UN;'38089199
'0002340;LEITE EM PO NUTRACT PROBIO;UN;'23099010
'0002341;'HIPERVIT 20000 MCG;UN;'30045030
'0002342;'HEPVET EQUINOS 500G;UN;'23099090
'0002343;'LINHA TRANCADA 100M ROSSI;UN;'56074900
'0002344;'ELETRIFICADOR 12 V;UN;'85437092
'0002345;'PAINEL SOLAR  5W;UN;'85414300
'0002346;CABECADA FITA FERRO;UN;'42010090
'0002347;'REDIA GRILON 14MM ARGOLA FERRO;UN;'42010090
'0002348;'LATEGO FITA 1 80MTS;PAR;'42010010
'0002349;LORO FITA ARGOLA FERRO;VDR;'42010090
'0002350;FREIO AGUA CHOCA LEVE;UN;'73251000
'0002351;'LACO POLIFITA 10MTS;UN;'42010090
'0002352;'LACO POLIFITA 12MTS;UN;'42010090
'0002353;'EQUIFORT 10 ML;FR;'30043939
'0002354;'RIC BE INJ 100ML;FR;'30043939
'0002355;'ESTRON INJ  60ML;FR;'30043999
'0002356;'FACAO MATO B CB PLAST 10 TRAMONTINA;UN;'82013000
'0002357;'AGULHA LA VET HIPODERMICA 40X1 60MM BRANCA;UN;'70179000
'0002358;'BAYCOX SUSPENSION 5%  250 ML;UN;'30049069
'0002359;'FENILVET100ML;UN;'30049099
'0002360;ANTEC COMPRIMIDO;UN;'30049063
'0002361;'CREATINA MAX 500 G;PT;'23099090
'0002362;SUPL. MIN. EQUINOS MUSTANG;SC;'23099090
'0002363;'ADE  CALBOS 1 KG;SC;'23099090
'0002364;'CREATINA JCR 2KG;SC;'23099010
'0002365;ALOJAMENTO DO LEITE MEDIDOR MILK METER;UN;'39173290
'0002366;'ORGANOVIT 500 ML;UN;'30045090
'0002367;'CAFEINA 25% 10 ML;UN;'30049099
'0002368;BIOMAST VS;UN;'30041019
'0002369;'SOROFARM 500 ML;UN;'30049099
'0002370;'RACAO MAGNUS PREMIUM 15KG;UN;'23099010
'0002371;'CURVA BORRACHA 50X50;UN;'84349000
'0002372;'CURVA BORRACHA 50X32MM;UN;'84349000
'0002373;'COMEDOURO 20KG;UN;'84362900
'0002374;FOICE UBERLANDIA;UN;'82014000
'0002375;'RODILON BLOCO EXTRUS RB 15 GR;UN;'38089996
'0002376;'TONNUS VAQUEJADA JCR 6KG;UN;'23099090
'0002377;'CALM NEW 5000 400 GR - UN;UN;'23099090
'0002378;'ISOLADOR ROLDANA 36X36  (COM PREGO);UN;'39259090
'0002379;VETIMAST PLUS VACA SECA;FR;'30042052
'0002380;'MARRETA C/CABO 2 00KG;UN;'82052000
'0002381;'MARRETA C/CABO 3 00KG;UN;'82052000
'0002382;'CONC.CAPUL CONF MONENS 40KG;SC;'23099010
'0002383;'CIPERMETRINA CALBOS 1 L;FR;'38089192
'0002384;'HEMOCELL 1 L;FR;'23099090
'0002385;'HP 500 2 KG;UN;'23099090
'0002386;'RUBRALAN EQUINOS 300 G;PT;'23099090
'0002387;'HEMOCELL 1 L;FR;'23099090
'0002388;'CASCOMAX 500 G;PT;'23099090
'0002389;'ALL ATACK 1 L;FR;'38089993
'0002390;'BLO-TROL 30X150ML;FR;'30049099
'0002391;'BOBS 1 ZINCADO;PC;'73063000
'0002392;CATRACA DE ROZETA ZINCADA;PC;'84368000
'0002393;'ADUBO SALITRE DIMY 500G;SC;'31052000
'0002394;CAVADEIRA ART.FORJADA BELLOTTO;AM;'82014000
'0002395;'REPRODUCTIVE GARANHOES JCR 1L - UN;UN;'23099090
'0002396;'PROMATER 1L (1X6) - UN;UN;'23099090
'0002397;'LIMPADOR PERF AZULIM CARINHO 12X500ML;CX;'34029039
'0002398;BUCHA (SERINGA);UN;'70179000
'0002400;MOLA DO GRADUADOR ESPIRAL;UN;'82059000
'0002401;'PARAFUSO DA MOLA 16 COD.116;UN;'70179000
'0002402;DBR PROBIOTICO PASTA P/BOV;UN;'02109919
'0002403;'PETMAX VERMEXYL VERMIFUGO PARA CAES E GATOS CART C/4*;CX;'30049063
'0002404;'EQUIMEVE PASTA - 25 GR;UN;'30049063
'0002405;'ADE POWER INJETAVEL (FR C/200ML);FR;'30045090
'0002406;'TRIDEX INJETAVEL FR C/ 50 ML;FR;'30049072
'0002407;'OCITOMEVE - INJETAVEL - 100 ML;FR;'30033922
'0002408;DBR MAIS PROBIOTICO PASTA PARA BOVINOS *;UN;'23099090
'0002409;'BIODIGESTOR FORTLEV 700 LITROS;UN;'39251000
'0002410;'BIODIGESTOR FORTLEV 1.500L/DIA;UN;'39251000
'0002411;'SUPL UNILAMB  SECA - 30 KG;SC;'23099010
'0002412;'RACAO PROEQUI MELACADA 40KG;SC;'23099010
'0002413;'SUPL. GUABIPHOS OVINOS 10KG;SC;'23099020
'0002414;'SUPL. GUABIPHOS EQUINOS 10KG;SC;'23099090
'0002415;'SEM.MILHO PR 1150/S LT MTS016/18;SC;'10051000
'0002416;'SEM. MILHO PRIORIZI M274 20KG;SC;'10051000
'0002417;'MANGUEIRA TRAN«ADA DE1";MT;'39173900
'0002418;'MANGUEIRA TRAN«ADA DE 3/4;MT;'39173900
'0002419;'ROFLIN 300 MG INJ 50 ML;FR;'30042099
'0002420;PROTETOR LIMA ENXADA;UN;'39269090
'0002421;'SEM.ANDROPOGON GAYANUS LT R01/22;SC;'12092900
'0002422;'RACAO KOMITUDO 15 KG;SC;'23091000
'0002423;'RACAO KOMITUDO 25KG;SC;'23091000
'0002424;'DERIVACAO ROSCA GAS ER 3X2;UN;'84248221
'0002425;'DERIVACAO ROSCA GAS ER 3X3;UN;'84248221
'0002426;'LUVA C/ROSCA 1 1/2;UN;'84248221
'0002427;'TE SOLD IRRIGA 100X50;UN;'84248221
'0002428;'REDUCAO SOLD IRRIGA 100X50;UN;'84248221
'0002429;'VEDA ROSCA 18MMX50M;UN;'39201099
'0002430;'ZERAT GRAO INTEGRAL 40 X 25G;ENV;'12099100
'0002431;'CETAMIN 10% 50ML*;UN;'30049032
'0002432;'PRADOVILLATE 12X500ML;FR;'30049099
'0002433;'MARCOVIT C INJ. 100ML BR;UN;'30049099
'0002434;'CAIXA TERMICA 1 5 LT;UN;'39231090
'0002435;'PAN 10 ORAL ALBEN 250ML*;UN;'30049063
'0002436;'PASTA PRETA P/ TATUADEIRA 140G;UN;'32159000
'0002437;'NOKALT 1000ML;UN;'38089991
'0002438;'VACINA  CATTLEMASTER _4+L5 25DS 125ML;UN;'30024290
'0002439;'SWAT NF25GR;UN;'38089199
'0002440;'EPRECIS INJ 50ML;UN;'30049059
'0002441;'VACINA FORTRESS 7 250ML 50 DOSES;FR;'30024290
'0002442;'GLICOTON-B12 1000 ML;UN;'30049059
'0002443;'GLICOTON-B12 500 ML;UN;'30049099
'0002444;BOMBA;PC;'84137080
'0002445;'BACTROSINA - FR 50 ML;UN;'30041012
'0002446;'SOMBRITE 70% 3 0 X 50 MT;UN;'54077200
'0002447;'SOMBRITE 70%  45 X 50 MT;UN;'54077200
'0002448;'TELA SOMBR SOMBRAX 70%3M;UN;'54077200
'0002449;'PUNHO 50ML;UN;'90330000
'0002450;'MERCEPTON ORAL 20ML.;FR;'30045090
'0002451;'BRINCO MOSQUICIDA NEOCIDOL C/20UN;CX;'38089199
'0002452;BICO LEQUE DEFLETOR  GUARANY;UN;'84249090
'0002453;BICO LEQUE DEFLETOR;UN;'84249090
'0002454;PROTETOR CHAPEU DE NAPOLEAO;UN;'84249090
'0002455;'GATILHO PULVERIZADOR 20L VALVULA;UN;'84249090
'0002456;'MANGUEIRA COMPLETA PULV.90CM GUARANY;UN;'84249090
'0002457;'CAL-D-MIX 1L;UN;'23099090
'0002458;'MELOXIWORLD CX C/10 COMP;UN;'30049099
'0002459;'TAMPA DA COLETOR 350ML EUROLATTE (CPL);UN;'84349000
'0002460;'ISCA CARAMUJO/LESMA MOLUSTAREX 250G DOMINUS(E) -  REF 28563;UN;'38089199
'0002461;'SULFAMICINA 200ML;FR;'30042099
'0002462;'COLOSSO POUR ON 5000ML;UN;'38089192
'0002463;'GANCHO GALV S/BUCHA B 10 WSM;PT;'73181300
'0002464;'CURSOTRAT 50ML *;UN;'30049099
'0002465;'AGIMAX CUPIM AEROSSOL - 12X400ML;CX;'38089119
'0002466;'CALDA BORDALESA 100ML;CX;'31010000
'0002467;APLICADOR CIDR;UN;'90183190
'0002468;'SPRAY MARCADO  500 ML;UN;'32159000
'0002469;'SPRAY MARCADOR  VERDE 500 ML;UN;'32089010
'0002470;'SPRAY MARCADOR VERMELHO 500 ML;UN;'32159000
'0002471;'TRUCID INJ 1% 1000ML;UN;'30049059
'0002472;'DM GEL BISNAGA 200GR - UN;UN;'30049099
'0002473;CATETER;UN;'90183926
'0002474;'LAVIZ MO PRODUCAO 09X500ML;UN;'23099090
'0002475;GATILHO;UN;'82059000
'0002476;MOLA DO GATILHO NOVA *;UN;'73202010
'0002477;MOLA DO GATILHO PAR *;UN;'73202010
'0002478;PARAFUSO DA PLACA;UN;'82059000
'0002479;'ALTEC PASTA 6 G CX C/12 SERINGAS;PC;'30049059
'0002480;'TORMICINA LA 50ML;FR;'30042099
'0002481;'SEM. ARUANA NUCLEADA  LT 38/19;KG;'12092900
'0002482;'TREO 50ML;UN;'30049059
'0002483;'PREGO 15X15;CX;'73170090
'0002484;CHAPEU;UN;'65040010
'0002485;VARA DE FERRAO FIBRA;UN;'39169090
'0002486;TATUADEIRA C/ JG DE NUMERO;UN;'82059000
'0002487;'BAYCOX SUSPENSION 5% - 1 L;UN;'30049069
'0002488;'K-7 CARRAPATICIDA 2 5 ML;UN;'38089199
'0002489;'LONA CARRET 04X05=20M2 105G/M2AMAR;UN;'39263000
'0002490;'AGRISEPT DISPLAY 100 COMPRIMIDO;UN;'38089429
'0002491;'POMADA ORDENHA BIOX 200G;UN;'30049099
'0002492;'SEM. TANZANIA INCRUSTADA 10KG LOTE 18/2019;KG;'12092900
'0002493;'PARAFUSO FRANCES ZINC.1/4X3C200;CX;'73181500
'0002494;'LATA  LEITE 5L;UN;'39239090
'0002495;'PONTEIRO ACO 3/4 12 SAO ROMAO;CX;'82055900
'0002496;'IVER VET 3.5  500 ML;UN;'30049059
'0002497;'BOVGUARD 1L;FR;'38089199
'0002498;'PORCA 1/4X20 FIOS BORBOLETA CHAPA ESTAMPADA;UN;'73181600
'0002499;COCHINHO P/ SAL;UN;'39269090
'0002500;'FAGOLAC 100G;UN;'23099090
'0002501;'PHENODRAL AMPOLA 15 ML;FR;'30049059
'0002502;'GELO PAN 450GR (1X6) - UN;UN;'30049099
'0002503;'COLEIRA DUPLA DE NYLON 6;UN;'56075011
'0002504;'COLEIRA DUPLA NYLON 7;UN;'56075011
'0002505;VACINA SUIVEN;UN;'30024290
'0002506;'BOVGUARD 5L;FR;'38089199
'0002507;'HEMOLITAN PET 30ML;UN;'23099090
'0002508;'GLICOPAN PET 30ML;UN;'23099090
'0002509;'EIXO ZINCADO P/ CARRINHO DE MAO 1" 26CM;UN;'87169090
'0002510;'SORO GLICOSADO 5% 500ML.;FR;'30049099
'0002511;'DEXAFORCE 50ML;UN;'30043210
'0002512;'MANGUEIRA CRISTAL 1X3MM  50M;RL;'39173900
'0002513;'SIMPARIC 26 A 5KG;UN;'30049079
'0002514;'BOTA SUPERLEVE BASPAN C/LONGO N 38 - 7894442037495;PAR;'64059000
'0002515;'FOICE METALICA ROCADEIRA  CABO DE MADEIRA DE 110 CM;UN;'82019000
'0002516;'TELA MANGUEIRO 1 80X50MT FIO 16;RL;'73144100
'0002517;'JOELHO 90 ROSCA 1 AMANCO 10180 C24;SC;'39174090
'0002518;'ARREIO PANT.EV.2000 TRAV.COMPL.9PC COMBATE;UN;'42010010
'0002519;'BARRIGUEIRA GRILON ARGOLA FERRO 14 FIOS;UN;'42010090
'0002520;'BARRIGUEIRA GRILON ARGOLA FERRO 22 FIOS;UN;'42010090
'0002521;BRIDAO D.INOX SALV.ARAME COBRE;UN;'42010090
'0002522;TAMPA DEPOSITO DE VACUO;UN;'84349000
'0002523;ESPANTA POMBO GEL;UN;'38089999
'0002524;VETAGLOS POMADA;UN;'30042061
'0002525;'ORGANEW 10 KG - SC;SC;'23099090
'0002526;'EQUIPALAZONE INJ 100ML *;UN;'30049099
'0002527;'MASCARA DESCARTAVEL PCT C/10;UN;'63079010
'0002528;MICRO ASPERSOR SIMPLES;UN;'84248221
'0002529;'ALCOOL  70% 1LT;CX;'38089429
'0002530;'ALCOOL GEL 1.7KG;UN;'38089429
'0002531;'ALCOOL GEL 4.3KG;CX;'38089429
'0002532;'CIMENTO COLA REMEN.CAMA.CB02 18 GR;DZ;'35069110
'0002533;'REMENDO CAM.AR 40MM BLACK V1;UN;'40082100
'0002534;'PLACA DE DOSAGEM 50ML*;UN;'82059000
'0002535;PRAZIFEN;CX;'30049063
'0002536;'MOGIFLOX 12 X 500 ML;CX;'30049067
'0002537;'FUNDO PARA SERINGA 50 ML;UN;'90330000
'0002538;PARAFUSO DA DOSAGEM *;UN;'90330000
'0002539;ISOLADOR TIPO GANCHO PRETO CURTO CNI;UN;'85469000
'0002540;'CALFOMAG 500 ML;UN;'30049059
'0002541;'VETIPEN LA 50 ML;UN;'30041015
'0002542;'IVERMECTINA JA 1% 500 ML;UN;'30049059
'0002543;'TRENA FIBRA  20M THOMPSON ABERTA;UN;'90178010
'0002544;'VACINA BAYOVAC 20 DOSES;FR;'30021400
'0002545;LUBRIFICADOR COMPLETO TIPO GOTA;UN;'84349000
'0002546;QUEIMADOR P/AQUECEDOR A GAS TODOS OS MOD;UN;'84199040
'0002547;'BC-22R 1 1/2 15 MANC 60BOMBA CENTRIFUGA MANCALIZADA PARA AGU;PC;'84137090
'0002548;'CORRENTE CAO ZIN1 5M 1 5MM 6 WS;DZ;'73158900
'0002549;'SPECTRAMAST LC 12X10ML;UN;'30042059
'0002550;'CEVAMIX 200G SUPLEM.VITAMINICO VET;UN;'23099090
'0002551;'NUCLEO PRE PARTO 20KG;SC;'23099010
'0002552;ALFORGE CAMURCA GRANDE;UN;'42010090
'0002553;'CADEADO PADO 60MM;UN;'83011000
'0002554;INSUFLADOR INCOMAGRI;UN;'40169990
'0002555;'CARRAPAT 100 600 GR;CX;'30044990
'0002556;'CHAVE FENDA MAYLE 1/4 X 6;UN;'82054000
'0002557;'CHAVE COMBINADA 13MM MAYLE  EN.;UN;'82041100
'0002558;'CHAVE FENDA MAYLE 1/8 X 4;UN;'82054000
'0002559;'CHAVE COMBINADA 14MM MAYLEEM;UN;'82041100
'0002560;'CHAVE COMBINADA 15MM MAYLEEN;UN;'82013000
'0002561;'SERROTE PODAR CAFE 12;UN;'82021000
'0002562;'CHAVE FENDA MAYLE 3/16 X 6;UN;'82054000
'0002563;ARCO PUA C/CATRACA RINO;UN;'82051000
'0002564;'TUBO 40MM PN 60 SOLDAVEL;BR;'39172100
'0002565;'TERMINAL ISOLANTE C/PARAF.P/3 PORTEIRAS PRETO;UN;'85469000
'0002566;'PORTEIRA ISOLANTE C/MOLA EXT. 5 MT PRETA;UN;'85472090
'0002567;'LUVA ROSCAVEL  REFORCADA 1.1/4;UN;'39174090
'0002568;'MELOXICAM EQUINOS GEL 35G - UN;UN;'30049099
'0002569;'LUVA ROSC RED 3/4X1/2;UN;'39174090
'0002570;'BUCHA ROSC RED 1.1/2X3/4;UN;'39174090
'0002571;'BROXA RETANG.NY.165X55 CONDOR 945;DZ;'96034090
'0002572;'JOELHO 90  SOLDAVEL DN75 AZUL;UN;'84248221
'0002573;'UNIAO ROSCAVEL DE 2;UN;'39174090
'0002574;'UNIAO ROSCAVEL DE 3;UN;'39174090
'0002575;'BRAVECILIN FORTE 15 ML*;UN;'30041020
'0002576;'CICLORFOS PULV 1 L;FR;'38089192
'0002577;CALBIOTICO;UN;'30041015
'0002578;'LATAO LEITE PLAST 5L;UN;'39239090
'0002579;'BICO TORN PLAST JARDIM 1/2 HERC  -  REF 215;PT;'39174090
'0002580;'DMSO INJETAVEL 100ML - UN;UN;'30049099
'0002581;CARRETEL SEM FIO P/USO EM CERCAS.;UN;'39234000
'0002582;GENTAMASTI LEITE;UN;'30042061
'0002583;GENTAMASTI VACA SECA;UN;'30042061
'0002584;'KETOJET 50ML;UN;'30049029
'0002585;'AMORTECEDOR DO COLETOR 400ML SULINOX ORIGINAL;UN;'84349000
'0002586;ACOPLAMENTO PARA PULSADOR WESTFALIA C/ ROSCA;UN;'84349000
'0002587;'COMEDOURO AVES 1 00 CALHA GALV. C4;CX;'84362900
'0002588;'TRICLORSIL 150 G *;SH;'38089196
'0002589;MASCARA DESC C/ FILTRO;CX;'63079010
'0002590;ANEL DE VEDACAO DO COLETOR ORBITAL;UN;'84349000
'0002591;LETRA AVULSA P/ TATUADEIRA;UN;'82079000
'0002592;'PULVERIZADOR GUARANY 10L;UN;'84244100
'0002593;'JOELHO PVC IRR SOLDA 90 100MM;UN;'39174090
'0002594;CHINCHADOR FITA C/GIRADOR;UN;'42010090
'0002595;CHINCHADOR VAQUETA C/GIRADOR;UN;'42010010
'0002596;'SUPL.M.CAP. UREIA 20% ADT 25KG;SC;'23099010
'0002597;'MACHADO 3 5 LARGO C/ CB TRAMONTINA  -  REF 77322/534;UN;'82014000
'0002598;KIT APLICADOR SINCROGEST BILINGUE;UN;'90189099
'0002599;CORTADOR DE PALHETAS;UN;'39269090
'0002600;TERMOMETRO PARA DESCONGELAMENTO DE SEMEN;UN;'82059000
'0002601;'REGISTRO GAVETA BRUTO 3 (1510-B-3);PC;'84818093
'0002602;'REGISTRO GAVETA BRUTO 2 1/2 (1510-B-2 1/2);PC;'84818093
'0002603;'PREGO 15X18 1.1/2X13 KG ARCELOR;CX;'73170090
'0002604;BICO BOMBA ENCHER PNEU MILLA;CX;'84149010
'0002605;'REDUCAO ROSCAPVS IRRIGA 1.1/2X1;UN;'39172100
'0002606;SENSOR DE TEMPERATURA FULL GAUGE PLASTICO INJ;UN;'90328982
'0002607;'CONTROLADOR DIGITAL FULLGAUGE MT516-/12;UN;'90328982
'0002608;'PROMATER PO 1 KG - UN;UN;'23099090
'0002609;'MEGA POTRUS GEL 12X1LT;UN;'23099090
'0002610;'AMINOSOL PRO PESO 1KG;SC;'23099010
'0002611;'CASK GOLD 1L;SC;'23099010
'0002612;GLICOSOL SPORT GEL;SC;'23099010
'0002613;'POTRUS 10 0KG CABRESTO;SC;'23099010
'0002614;'POTRUS 6 0KG;SC;'23099010
'0002615;PROBIOTICO LAVIZ PRO+PRE ESQUINOS;SC;'23099010
'0002616;'SHAMPOO CETODINE 500ML;FR;'30041019
'0002617;'SUPRAFER GEL 1L;SC;'23099010
'0002618;NOVO;AM;'30024290
'0002619;'ALGODAO DELICATO 500G;UN;'30059019
'0002620;'ADAP SOLD P/ CX D AGUA 75MMX2.1/2;UN;'39174090
'0002621;'LUVA  RED SOLD.. 25MMX1/2;UN;'39174090
'0002622;'VACINA BOVIGEN V4J5 - 50DS 250ML;FR;'30024290
'0002623;'CONDROTON 500MG 60 COMP(1X24) - UN;UN;'30049099
'0002624;'ZELOTRIL PLUS INJ X 100ML;UN;'30049099
'0002625;'AGEMOXI INJ F/A X 100ML;UN;'30041012
'0002626;'UBERLAC SUS INTRAMAMARIA X10ML;UN;'30049099
'0002627;'PROGECIO 70MG.ML SOL INJ X 100ML;UN;'30043939
'0002628;'RICOBENDAZOLE ORAL 250ML;UN;'30049063
'0002629;'COLA PVC  75G;CX;'35061090
'0002630;'DISCO DESBAST 4.1/2X3/16 ICDER C10;CX;'68042211
'0002631;'AMINO EQUUS SPORT 6KG+PROTETOR CAUDA;UN;'23099090
'0002632;'AMINO EQUUS SPORT 10KG + CAPA;UN;'23099090
'0002633;'AMINOSAL CROMO 5KG;UN;'23099090
